
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
CON_BSH_030_VERT                 J3                               471   1     58  58   1 56         56 0 GPIO21_P            (50-24-13)
CON_BSH_030_VERT                 J3                               471   1     59  59   1 58         58 0 GPIO23_N            (50-18-13)
CON_BSH_030_VERT                 J3                               471   1     60  60   1 60         60 0 GPIO23_P            (50-19-13)
CON_BSH_030_VERT                 J3                                 0   2      1   1   2 61         61 1                     (0-0-0)
CON_BSH_030_VERT                 J3                                 0   2      1   1   3 62         62 1                     (0-0-0)
CON_BSH_030_VERT                 J4                               470   1      1   1   1 1           1 0 SYS_5P0V            (76-235-13)
CON_BSH_030_VERT                 J4                               470   1      2   2   1 3           3 0 I2C_SCL             (76-212-13)
CON_BSH_030_VERT                 J4                               470   1      3   3   1 5           5 0 REG_EN1             (293-58-13)
CON_BSH_030_VERT                 J4                               470   1      4   4   1 7           7 0 REG_EN3             (293-60-13)
CON_BSH_030_VERT                 J4                               470   1      5   5   1 9           9 0 PROG_IO             (1240-36-13)
CON_BSH_030_VERT                 J4                               470   1      6   6   1 11         11 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1      7   7   1 13         13 0 DSP_XID0            (76-76-13)
CON_BSH_030_VERT                 J4                               470   1      8   8   1 15         15 0 DSP_XID1            (76-79-13)
CON_BSH_030_VERT                 J4                               470   1      9   9   1 17         17 0 DSP_XID2            (76-86-13)
CON_BSH_030_VERT                 J4                               470   1     10  10   1 19         19 0 DSP_XID3            (76-83-13)
CON_BSH_030_VERT                 J4                               470   1     11  11   1 21         21 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     12  12   1 23         23 0 DSP_FLAG            (76-71-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
CON_BSH_030_VERT                 J4                               470   1     13  13   1 25         25 0 TURBO_MODE          (7-150-13)
CON_BSH_030_VERT                 J4                               470   1     14  14   1 27         27 0 SPDIF               (7-169-13)
CON_BSH_030_VERT                 J4                               470   1     15  15   1 29         29 0 JTAG_BOOT_EN        (261-43-13)
CON_BSH_030_VERT                 J4                               470   1     16  16   1 31         31 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     17  17   1 33         33 0 VADC_N              (261-19-13)
CON_BSH_030_VERT                 J4                               470   1     18  18   1 35         35 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     19  19   1 37         37 0 JTAG_TMS            (261-16-13)
CON_BSH_030_VERT                 J4                               470   1     20  20   1 39         39 0 JTAG_TCK            (261-11-13)
CON_BSH_030_VERT                 J4                               470   1     21  21   1 41         41 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     22  22   1 43         43 0 1P0V                (50-26-13)
CON_BSH_030_VERT                 J4                               470   1     23  23   1 45         45 0 VDD_DSP             (76-210-13)
CON_BSH_030_VERT                 J4                               470   1     24  24   1 47         47 0 1P35V               (7-209-13)
CON_BSH_030_VERT                 J4                               470   1     25  25   1 49         49 0 1P8V                (3-14-13)
CON_BSH_030_VERT                 J4                               470   1     26  26   1 51         51 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     27  27   1 53         53 0 VDD_ADJ             (1240-32-13)
CON_BSH_030_VERT                 J4                               470   1     28  28   1 55         55 0 VDD_GPIO            (7-123-13)
CON_BSH_030_VERT                 J4                               470   1     29  29   1 57         57 0 2P5V                (7-127-13)
CON_BSH_030_VERT                 J4                               470   1     30  30   1 59         59 0 3P3V                (76-222-13)
CON_BSH_030_VERT                 J4                               470   1     31  31   1 2           2 0 SYS_5P0V            (76-235-13)
CON_BSH_030_VERT                 J4                               470   1     32  32   1 4           4 0 I2C_SDA             (76-230-13)
CON_BSH_030_VERT                 J4                               470   1     33  33   1 6           6 0 REG_EN2             (293-62-13)
CON_BSH_030_VERT                 J4                               470   1     34  34   1 8           8 0 REG_EN4             (293-65-13)
CON_BSH_030_VERT                 J4                               470   1     35  35   1 10         10 0                     (0-0-0)
CON_BSH_030_VERT                 J4                               470   1     36  36   1 12         12 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     37  37   1 14         14 0 DSP_YID0            (76-82-13)
CON_BSH_030_VERT                 J4                               470   1     38  38   1 16         16 0 DSP_YID1            (76-81-13)
CON_BSH_030_VERT                 J4                               470   1     39  39   1 18         18 0 DSP_YID2            (76-65-13)
CON_BSH_030_VERT                 J4                               470   1     40  40   1 20         20 0 DSP_YID3            (76-70-13)
CON_BSH_030_VERT                 J4                               470   1     41  41   1 22         22 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     42  42   1 24         24 0 UART_RX             (261-32-13)
CON_BSH_030_VERT                 J4                               470   1     43  43   1 26         26 0 UART_TX             (261-44-13)
CON_BSH_030_VERT                 J4                               470   1     44  44   1 28         28 0 USER_LED            (1240-34-13)
CON_BSH_030_VERT                 J4                               470   1     45  45   1 30         30 0 RESET_N             (1240-33-13)
CON_BSH_030_VERT                 J4                               470   1     46  46   1 32         32 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     47  47   1 34         34 0 VADC_P              (261-23-13)
CON_BSH_030_VERT                 J4                               470   1     48  48   1 36         36 0 GND                 (3-11-13)
CON_BSH_030_VERT                 J4                               470   1     49  49   1 38         38 0 JTAG_TDI            (261-17-13)
CON_BSH_030_VERT                 J4                               470   1     50  50   1 40         40 0 JTAG_TDO            (261-18-13)
CON_BSH_030_VERT                 J4                               470   1     51  51   1 42         42 0 GND                 (3-11-13)
